Site,Model,Horizon,RMSE,MAE,R2
SE-Htm,TEMPO Zero-Shot,19,3.54699,2.3427,0.75978
SE-Htm,TEMPO Zero-Shot,20,3.53051,2.31598,0.76227
SE-Htm,TEMPO Zero-Shot,21,3.50347,2.27714,0.76609
SE-Htm,TEMPO Zero-Shot,22,3.49556,2.26193,0.76742
SE-Htm,TEMPO Zero-Shot,23,3.52561,2.2959,0.76362
SE-Htm,TEMPO Zero-Shot,24,3.52988,2.30029,0.76317
SE-Htm,TEMPO Zero-Shot,25,3.51123,2.30166,0.76586
SE-Htm,TEMPO Zero-Shot,26,3.53743,2.35051,0.76239
SE-Htm,TEMPO Zero-Shot,27,3.56005,2.38511,0.75936
SE-Htm,TEMPO Zero-Shot,28,3.55277,2.3704,0.76034
SE-Htm,TEMPO Zero-Shot,29,3.59782,2.40774,0.75424
SE-Htm,TEMPO Zero-Shot,30,3.64948,2.44643,0.74717
SE-Htm,TEMPO Zero-Shot,31,3.57694,2.38253,0.75715
SE-Htm,TEMPO Zero-Shot,32,3.58645,2.40918,0.75589
SE-Htm,TEMPO Zero-Shot,33,3.6061,2.43657,0.75325
SE-Htm,TEMPO Zero-Shot,34,3.56964,2.40271,0.75824
SE-Htm,TEMPO Zero-Shot,35,3.60537,2.42299,0.75341
SE-Htm,TEMPO Zero-Shot,36,3.64623,2.45699,0.74783
SE-Htm,TEMPO Zero-Shot,37,3.65791,2.46069,0.74625
SE-Htm,TEMPO Zero-Shot,38,3.6791,2.46936,0.74334
SE-Htm,TEMPO Zero-Shot,39,3.63798,2.44236,0.74904
SE-Htm,TEMPO Zero-Shot,40,3.65025,2.44388,0.74735
SE-Htm,TEMPO Zero-Shot,41,3.60977,2.41759,0.75303
SE-Htm,TEMPO Zero-Shot,42,3.61856,2.42843,0.752
SE-Htm,TEMPO Zero-Shot,43,3.61797,2.42383,0.75239
SE-Htm,TEMPO Zero-Shot,44,3.61907,2.42303,0.75261
SE-Htm,TEMPO Zero-Shot,45,3.63584,2.44846,0.75057
SE-Htm,TEMPO Zero-Shot,46,3.60287,2.4011,0.75541
SE-Htm,TEMPO Zero-Shot,47,3.62576,2.42184,0.75244
SE-Htm,TEMPO Zero-Shot,48,3.62591,2.40868,0.75254
SE-Htm,TEMPO Zero-Shot,49,3.5982,2.40276,0.75632
SE-Htm,TEMPO Zero-Shot,50,3.6464,2.45476,0.74974
SE-Htm,TEMPO Zero-Shot,51,3.63754,2.44521,0.75096
SE-Htm,TEMPO Zero-Shot,52,3.64777,2.44837,0.7496
SE-Htm,TEMPO Zero-Shot,53,3.68016,2.47599,0.74518
SE-Htm,TEMPO Zero-Shot,54,3.67953,2.46396,0.74532
SE-Htm,TEMPO Zero-Shot,55,3.69931,2.47906,0.74264
SE-Htm,TEMPO Zero-Shot,56,3.69284,2.48044,0.74359
SE-Htm,TEMPO Zero-Shot,57,3.67978,2.47812,0.74546
SE-Htm,TEMPO Zero-Shot,58,3.64808,2.46197,0.7499
SE-Htm,TEMPO Zero-Shot,59,3.6843,2.50652,0.74497
SE-Htm,TEMPO Zero-Shot,60,3.70943,2.5272,0.74152
SE-Htm,TEMPO Zero-Shot,61,3.85392,2.68167,0.72105
SE-Htm,TEMPO Zero-Shot,62,3.80286,2.60672,0.72846
SE-Htm,TEMPO Zero-Shot,63,3.76211,2.56734,0.73432
SE-Htm,TEMPO Zero-Shot,64,3.66484,2.47486,0.74792
SE-Htm,TEMPO Zero-Shot,65,3.72486,2.54183,0.73961
SE-Htm,TEMPO Zero-Shot,66,3.68247,2.49235,0.74551
SE-Htm,TEMPO Zero-Shot,67,3.68339,2.49364,0.74541
SE-Htm,TEMPO Zero-Shot,68,3.70036,2.50654,0.74308
SE-Htm,TEMPO Zero-Shot,69,3.70668,2.48795,0.7422
SE-Htm,TEMPO Zero-Shot,70,3.7084,2.48255,0.74196
SE-Htm,TEMPO Zero-Shot,71,3.70904,2.47337,0.74187
SE-Htm,TEMPO Zero-Shot,72,3.70177,2.47517,0.74287
SE-Htm,TEMPO Zero-Shot,73,3.70148,2.48463,0.74291
SE-Htm,TEMPO Zero-Shot,74,3.7107,2.50596,0.74162
SE-Htm,TEMPO Zero-Shot,75,3.71137,2.50786,0.74152
SE-Htm,TEMPO Zero-Shot,76,3.69986,2.49552,0.74313
SE-Htm,TEMPO Zero-Shot,77,3.69677,2.49082,0.7436
SE-Htm,TEMPO Zero-Shot,78,3.68112,2.48307,0.7458
SE-Htm,TEMPO Zero-Shot,79,3.73476,2.53065,0.73836
SE-Htm,TEMPO Zero-Shot,80,3.79928,2.59116,0.72929
SE-Htm,TEMPO Zero-Shot,81,3.73748,2.534,0.73807
SE-Htm,TEMPO Zero-Shot,82,3.73201,2.53023,0.73888
SE-Htm,TEMPO Zero-Shot,83,3.71908,2.51985,0.74072
SE-Htm,TEMPO Zero-Shot,84,3.75442,2.55221,0.73581
SE-Htm,TEMPO Zero-Shot,85,3.73703,2.53519,0.73829
SE-Htm,TEMPO Zero-Shot,86,3.74426,2.54175,0.73734
SE-Htm,TEMPO Zero-Shot,87,3.70279,2.51323,0.74316
SE-Htm,TEMPO Zero-Shot,88,3.70314,2.49747,0.74311
SE-Htm,TEMPO Zero-Shot,89,3.71565,2.51668,0.74137
SE-Htm,TEMPO Zero-Shot,90,3.73581,2.52407,0.73856
SE-Htm,TEMPO Zero-Shot,91,3.80079,2.5931,0.72947
SE-Htm,TEMPO Zero-Shot,92,3.78284,2.5714,0.73215
SE-Htm,TEMPO Zero-Shot,93,3.74084,2.5259,0.73811
SE-Htm,TEMPO Zero-Shot,94,3.81165,2.62591,0.72818
SE-Htm,TEMPO Zero-Shot,95,3.73425,2.54162,0.73952
SE-Htm,TEMPO Zero-Shot,96,3.71646,2.52207,0.7422
SE-Htm,TEMPO Fine-Tuned,1,2.43464,1.57432,0.88643
SE-Htm,TEMPO Fine-Tuned,2,2.94883,1.94297,0.83351
SE-Htm,TEMPO Fine-Tuned,3,3.2738,2.18274,0.79479
SE-Htm,TEMPO Fine-Tuned,4,3.37647,2.2475,0.78171
SE-Htm,TEMPO Fine-Tuned,5,3.42218,2.26519,0.77577
SE-Htm,TEMPO Fine-Tuned,6,3.40712,2.2463,0.77777
SE-Htm,TEMPO Fine-Tuned,7,3.40633,2.26929,0.77791
SE-Htm,TEMPO Fine-Tuned,8,3.38855,2.23123,0.78025
SE-Htm,TEMPO Fine-Tuned,9,3.40887,2.26815,0.77764
SE-Htm,TEMPO Fine-Tuned,10,3.41668,2.28036,0.77665
SE-Htm,TEMPO Fine-Tuned,11,3.51331,2.36597,0.76387
SE-Htm,TEMPO Fine-Tuned,12,3.4338,2.29605,0.77448
SE-Htm,TEMPO Fine-Tuned,13,3.53535,2.37579,0.76097
SE-Htm,TEMPO Fine-Tuned,14,3.49731,2.32229,0.76612
SE-Htm,TEMPO Fine-Tuned,15,3.43821,2.27703,0.77397
SE-Htm,TEMPO Fine-Tuned,16,3.46113,2.30784,0.77098
SE-Htm,TEMPO Fine-Tuned,17,3.41589,2.27665,0.777
SE-Htm,TEMPO Fine-Tuned,18,3.43173,2.27948,0.77504
SE-Htm,TEMPO Fine-Tuned,19,3.50754,2.34546,0.7651
SE-Htm,TEMPO Fine-Tuned,20,3.51431,2.34245,0.76444
SE-Htm,TEMPO Fine-Tuned,21,3.50274,2.32037,0.76619
SE-Htm,TEMPO Fine-Tuned,22,3.56483,2.352,0.75811
SE-Htm,TEMPO Fine-Tuned,23,3.64539,2.43864,0.74729
SE-Htm,TEMPO Fine-Tuned,24,3.64283,2.42667,0.74777
SE-Htm,TEMPO Fine-Tuned,25,3.65181,2.48787,0.74673
SE-Htm,TEMPO Fine-Tuned,26,3.70815,2.52471,0.73891
SE-Htm,TEMPO Fine-Tuned,27,3.69007,2.556,0.74147
SE-Htm,TEMPO Fine-Tuned,28,3.72516,2.57542,0.73652
SE-Htm,TEMPO Fine-Tuned,29,3.7396,2.58915,0.73449
SE-Htm,TEMPO Fine-Tuned,30,3.72456,2.56967,0.73666
SE-Htm,TEMPO Fine-Tuned,31,3.68613,2.54871,0.7421
SE-Htm,TEMPO Fine-Tuned,32,3.68896,2.54371,0.74174
SE-Htm,TEMPO Fine-Tuned,33,3.62258,2.49577,0.75098
SE-Htm,TEMPO Fine-Tuned,34,3.61712,2.49459,0.75177
SE-Htm,TEMPO Fine-Tuned,35,3.67658,2.52326,0.74358
SE-Htm,TEMPO Fine-Tuned,36,3.75868,2.56611,0.73204
SE-Htm,TEMPO Fine-Tuned,37,3.73188,2.55778,0.73588
SE-Htm,TEMPO Fine-Tuned,38,3.76324,2.60115,0.73146
SE-Htm,TEMPO Fine-Tuned,39,3.73645,2.58148,0.73527
SE-Htm,TEMPO Fine-Tuned,40,3.78946,2.58964,0.72771
SE-Htm,TEMPO Fine-Tuned,41,3.68762,2.54166,0.74226
SE-Htm,TEMPO Fine-Tuned,42,3.75742,2.59131,0.7326
SE-Htm,TEMPO Fine-Tuned,43,3.70425,2.54368,0.74043
SE-Htm,TEMPO Fine-Tuned,44,3.70396,2.55071,0.74086
SE-Htm,TEMPO Fine-Tuned,45,3.78922,2.59419,0.72908
SE-Htm,TEMPO Fine-Tuned,46,3.92011,2.69422,0.71043
SE-Htm,TEMPO Fine-Tuned,47,3.94599,2.71399,0.70678
SE-Htm,TEMPO Fine-Tuned,48,3.7898,2.59712,0.72967
SE-Htm,TEMPO Fine-Tuned,49,3.78322,2.61876,0.73061
SE-Htm,TEMPO Fine-Tuned,50,3.87245,2.69881,0.71775
SE-Htm,TEMPO Fine-Tuned,51,3.88844,2.68644,0.71542
SE-Htm,TEMPO Fine-Tuned,52,3.9424,2.71483,0.70752
SE-Htm,TEMPO Fine-Tuned,53,3.9926,2.74452,0.70008
SE-Htm,TEMPO Fine-Tuned,54,3.88663,2.68116,0.71584
SE-Htm,TEMPO Fine-Tuned,55,3.88254,2.67543,0.71651
SE-Htm,TEMPO Fine-Tuned,56,3.8651,2.67777,0.71911
SE-Htm,TEMPO Fine-Tuned,57,3.84531,2.67197,0.72205
SE-Htm,TEMPO Fine-Tuned,58,3.88871,2.68842,0.71582
SE-Htm,TEMPO Fine-Tuned,59,3.8776,2.67863,0.71751
SE-Htm,TEMPO Fine-Tuned,60,3.86256,2.66873,0.71974
SE-Htm,TEMPO Fine-Tuned,61,3.87248,2.68564,0.71835
SE-Htm,TEMPO Fine-Tuned,62,3.93089,2.70151,0.70987
SE-Htm,TEMPO Fine-Tuned,63,3.90849,2.70394,0.71324
SE-Htm,TEMPO Fine-Tuned,64,3.99591,2.7423,0.70032
SE-Htm,TEMPO Fine-Tuned,65,3.90286,2.73018,0.71413
SE-Htm,TEMPO Fine-Tuned,66,3.97989,2.82223,0.70275
SE-Htm,TEMPO Fine-Tuned,67,3.9107,2.71251,0.71302
SE-Htm,TEMPO Fine-Tuned,68,3.93884,2.76014,0.7089
SE-Htm,TEMPO Fine-Tuned,69,3.89814,2.72436,0.71488
SE-Htm,TEMPO Fine-Tuned,70,3.86728,2.66925,0.71937
SE-Htm,TEMPO Fine-Tuned,71,3.863,2.68533,0.71999
SE-Htm,TEMPO Fine-Tuned,72,3.96123,2.74366,0.70556
SE-Htm,TEMPO Fine-Tuned,73,4.0701,2.80551,0.68915
SE-Htm,TEMPO Fine-Tuned,74,4.2669,2.91814,0.65836
SE-Htm,TEMPO Fine-Tuned,75,4.23811,2.91587,0.66294
SE-Htm,TEMPO Fine-Tuned,76,4.09587,2.85443,0.6852
SE-Htm,TEMPO Fine-Tuned,77,4.017,2.81104,0.69725
SE-Htm,TEMPO Fine-Tuned,78,4.0265,2.81031,0.69586
SE-Htm,TEMPO Fine-Tuned,79,3.99519,2.81317,0.7006
SE-Htm,TEMPO Fine-Tuned,80,4.04758,2.8584,0.69275
SE-Htm,TEMPO Fine-Tuned,81,4.03496,2.82815,0.69472
SE-Htm,TEMPO Fine-Tuned,82,4.07824,2.86493,0.68818
SE-Htm,TEMPO Fine-Tuned,83,4.07307,2.84547,0.68902
SE-Htm,TEMPO Fine-Tuned,84,4.09276,2.90843,0.68605
SE-Htm,TEMPO Fine-Tuned,85,4.05397,2.89975,0.69201
SE-Htm,TEMPO Fine-Tuned,86,4.08362,2.89261,0.68758
SE-Htm,TEMPO Fine-Tuned,87,4.06498,2.85142,0.69046
SE-Htm,TEMPO Fine-Tuned,88,4.12757,2.89221,0.68086
SE-Htm,TEMPO Fine-Tuned,89,4.09938,2.92883,0.68519
SE-Htm,TEMPO Fine-Tuned,90,4.15834,2.97328,0.67608
SE-Htm,TEMPO Fine-Tuned,91,4.11148,2.92728,0.68344
SE-Htm,TEMPO Fine-Tuned,92,4.13348,2.93637,0.68019
SE-Htm,TEMPO Fine-Tuned,93,4.07934,2.86336,0.68856
SE-Htm,TEMPO Fine-Tuned,94,4.09577,2.83861,0.68615
SE-Htm,TEMPO Fine-Tuned,95,4.13338,2.86671,0.68086
SE-Htm,TEMPO Fine-Tuned,96,4.13204,2.9204,0.68133
SE-Htm,Persistence,1,3.11041,1.92462,0.81463
SE-Htm,Persistence,2,4.77586,3.0931,0.56329
SE-Htm,Persistence,3,6.30599,4.2166,0.23861
SE-Htm,Persistence,4,7.67427,5.30238,-0.12767
SE-Htm,Persistence,5,8.89926,6.31942,-0.51632
SE-Htm,Persistence,6,9.98975,7.30031,-0.91043
SE-Htm,Persistence,7,10.93793,8.19574,-1.28998
SE-Htm,Persistence,8,11.74785,9.01838,-1.6413
SE-Htm,Persistence,9,12.40973,9.70039,-1.9469
SE-Htm,Persistence,10,12.88279,10.18912,-2.17541
SE-Htm,Persistence,11,13.17468,10.4828,-2.32043
SE-Htm,Persistence,12,13.27093,10.57577,-2.36859
SE-Htm,Persistence,13,13.17679,10.47758,-2.32047
SE-Htm,Persistence,14,12.88452,10.17392,-2.17433
SE-Htm,Persistence,15,12.41391,9.68138,-1.94656
SE-Htm,Persistence,16,11.75496,9.00267,-1.64165
SE-Htm,Persistence,17,10.94909,8.20043,-1.29119
SE-Htm,Persistence,18,10.02331,7.31375,-0.91915
SE-Htm,Persistence,19,8.99455,6.37577,-0.54468
SE-Htm,Persistence,20,7.87092,5.42283,-0.18159
SE-Htm,Persistence,21,6.67806,4.47595,0.15014
SE-Htm,Persistence,22,5.52952,3.59174,0.41802
SE-Htm,Persistence,23,4.52783,2.84688,0.61013
SE-Htm,Persistence,24,4.08094,2.48252,0.68346
SE-Htm,Persistence,25,4.51274,2.85252,0.61324
SE-Htm,Persistence,26,5.52371,3.63527,0.42065
SE-Htm,Persistence,27,6.72683,4.5591,0.14085
SE-Htm,Persistence,28,7.93719,5.49185,-0.19615
SE-Htm,Persistence,29,9.07272,6.4546,-0.56281
SE-Htm,Persistence,30,10.11081,7.39652,-0.94062
SE-Htm,Persistence,31,11.01509,8.26197,-1.30296
SE-Htm,Persistence,32,11.80657,9.05284,-1.64543
SE-Htm,Persistence,33,12.45035,9.71722,-1.94139
SE-Htm,Persistence,34,12.93775,10.2221,-2.17576
SE-Htm,Persistence,35,13.23074,10.52469,-2.32076
SE-Htm,Persistence,36,13.32957,10.61791,-2.37007
SE-Htm,Persistence,37,13.23157,10.53177,-2.32022
SE-Htm,Persistence,38,12.94535,10.2379,-2.17768
SE-Htm,Persistence,39,12.47039,9.74128,-1.94876
SE-Htm,Persistence,40,11.82574,9.08988,-1.6517
SE-Htm,Persistence,41,11.03514,8.28661,-1.308
SE-Htm,Persistence,42,10.13139,7.42032,-0.94408
SE-Htm,Persistence,43,9.10728,6.49806,-0.569
SE-Htm,Persistence,44,8.00706,5.57572,-0.21099
SE-Htm,Persistence,45,6.83077,4.64555,0.11959
SE-Htm,Persistence,46,5.63409,3.73708,0.40187
SE-Htm,Persistence,47,4.63165,2.9955,0.59603
SE-Htm,Persistence,48,4.23357,2.70405,0.66265
SE-Htm,Persistence,49,4.66159,3.03416,0.591
SE-Htm,Persistence,50,5.63459,3.78581,0.40243
SE-Htm,Persistence,51,6.80507,4.6517,0.12839
SE-Htm,Persistence,52,8.00628,5.58747,-0.20626
SE-Htm,Persistence,53,9.14976,6.54032,-0.57514
SE-Htm,Persistence,54,10.18562,7.47372,-0.95161
SE-Htm,Persistence,55,11.11227,8.34739,-1.32225
SE-Htm,Persistence,56,11.90786,9.14334,-1.66609
SE-Htm,Persistence,57,12.54574,9.80118,-1.95867
SE-Htm,Persistence,58,13.02306,10.28839,-2.18721
SE-Htm,Persistence,59,13.31472,10.60105,-2.33077
SE-Htm,Persistence,60,13.41325,10.70052,-2.37967
SE-Htm,Persistence,61,13.31605,10.60699,-2.33026
SE-Htm,Persistence,62,13.02312,10.31427,-2.18448
SE-Htm,Persistence,63,12.54118,9.81548,-1.95239
SE-Htm,Persistence,64,11.89374,9.15877,-1.65496
SE-Htm,Persistence,65,11.11001,8.37333,-1.3165
SE-Htm,Persistence,66,10.19654,7.49926,-0.95115
SE-Htm,Persistence,67,9.16364,6.57461,-0.57574
SE-Htm,Persistence,68,8.05415,5.63773,-0.21716
SE-Htm,Persistence,69,6.86365,4.6906,0.11607
SE-Htm,Persistence,70,5.70802,3.81231,0.38866
SE-Htm,Persistence,71,4.73477,3.11626,0.57935
SE-Htm,Persistence,72,4.37512,2.84484,0.64082
SE-Htm,Persistence,73,4.78932,3.17459,0.56958
SE-Htm,Persistence,74,5.76862,3.8927,0.37556
SE-Htm,Persistence,75,6.92446,4.75507,0.10024
SE-Htm,Persistence,76,8.10569,5.67186,-0.23288
SE-Htm,Persistence,77,9.225,6.59965,-0.59664
SE-Htm,Persistence,78,10.24554,7.51992,-0.96917
SE-Htm,Persistence,79,11.15613,8.38616,-1.33455
SE-Htm,Persistence,80,11.94236,9.16732,-1.67474
SE-Htm,Persistence,81,12.58042,9.828,-1.96767
SE-Htm,Persistence,82,13.05982,10.33736,-2.19767
SE-Htm,Persistence,83,13.3459,10.6273,-2.33878
SE-Htm,Persistence,84,13.44337,10.73158,-2.38719
SE-Htm,Persistence,85,13.35206,10.62919,-2.34091
SE-Htm,Persistence,86,13.06102,10.3297,-2.196
SE-Htm,Persistence,87,12.58571,9.82997,-1.96728
SE-Htm,Persistence,88,11.94358,9.18761,-1.67219
SE-Htm,Persistence,89,11.16815,8.4157,-1.33653
SE-Htm,Persistence,90,10.26523,7.57307,-0.97394
SE-Htm,Persistence,91,9.2534,6.67358,-0.60349
SE-Htm,Persistence,92,8.14568,5.74795,-0.24198
SE-Htm,Persistence,93,6.98852,4.83607,0.08597
SE-Htm,Persistence,94,5.86099,3.98161,0.35731
SE-Htm,Persistence,95,4.90912,3.26954,0.54983
SE-Htm,Persistence,96,4.48035,2.957,0.62534
